V1,V10,CITY_reside_he,CITY_reside_en,i.user3,i.user3,,CITY_reside_ipanel_he,CITY_reside_ipanel_en
R_1JLyf6f6sSxqDky,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3HhNjg6LLLNSRjp,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1jl9eh4GvnN5FI2,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1mLvO6dyOAjctbM,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_30qML5BB7da5Tp3,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_216f1MsOMV7X8pd,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_31HlOnQuFtErl72,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3J1TBjLLGU0JrlS,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2zVhAgcwuA3cyXx,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_28ZqA8yignkLE2y,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_24OiybeykDNrS6U,1,נשר,NESHER,,,חיפה,חיפה,
R_2zjMJGtkLruMHdV,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3kIbT5r7RXr24wJ,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_tS5eiJTIW1kZdqF,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1HpXUhAv3W4scFR,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_qyzYMCaO4aytFjH,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2pYPOQWzkVHsI4t,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1hHhSIN08WssSYm,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2YQeOY6JRNXFSbF,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1Ck0sQnVL7b8hnl,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3Kw2CyZviwL9mit,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1dnOzafA0Mbu5By,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_OJxYQc41DJwK7FD,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1qeb4jclWEW7VBT,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3njBrmOfAL0SG6a,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1FKUKUWjiW4li8q,1,קרית ביאליק,QIRYAT BIALIK,,,קריית מוצקין,קריית מוצקין,
R_3kvM7zq8b01zOuE,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3PNUPkeBF2Yyk8p,1,נתניה,NATANIA,,,נתניה,נתניה,
R_aVNA9GX9sb3KzJf,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3JIyymgrsuhvbQL,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2qfUats36Fdmbvl,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1FJxApEq1azSZ8B,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_VHZE7i1OENHlZPH,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_1ieaiRdy1fx5hnW,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_33kgVIi9TcKYV7i,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_2949kEo319PpaCl,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_V4LKjHIidQ7wxjj,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_6RIxngmPMjIrchb,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3IBMnDZ5WxLmA6Z,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1rBwTdPaHY17M44,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1F2rVQATvHsR8Wz,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2D6PpIGqAfvxfpL,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3I3TjgbnWe6zq2l,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3RgyxUNFTzAjNRc,1,נתניה,NATANIA,,,נתניה,נתניה,
R_1GNsMsIw3O2mLXf,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2YzASVepMArzzs0,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2B5uJrb52HMj7hT,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_21p8WT90So2IOsB,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3GdLgraHOTzUto0,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1Nanrln8wAZ3xuC,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_OqZhucad50mghix,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2TpBezVEMfHALwY,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1rxiDqFEho2wdmd,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_31hiOUvOIBivaeH,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1Sw2pl7dKUpov0l,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_24OfxrVGfkbQBHq,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3jSTbyaArvKj6BX,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3hzrj0UTh7GXJ4B,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1KexTxMpvUFuqpz,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_u9UOm6N7Ak0PqeJ,1,נשר,NESHER,,,נשר,נשר,
R_575iI5bG5PcHuM1,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1IQbNpHi2K04Xot,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2uJSg0GvejScP5h,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2vk6OYCYNSchpbm,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1M549YmupjHPuTG,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_OJPx4yhkB8maJKV,1,נתניה,NATANIA,,,נתניה,נתניה,
R_1C9gIG4VhSXrL5X,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3pu6xrKQmr1uo1U,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1EbxO6gVBKJmRlZ,1,אחר (שפלה),OTHER,,,פתח תקווה,פתח תקווה,
R_2RUR2FVau7oyOuQ,1,נתניה,NATANIA,,,נתניה,נתניה,
R_RC6B09DQKiul43v,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3PGCfX2TgsXPVAn,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_1HejRtEzyG4VQd0,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3hsgBT3ze4mLAVe,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_3pfhqsN3btaXh1I,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1gAWiG4jdYgQrRz,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_30k6wWVZpQm68zc,1,חיפה,HAIFA,,,חיפה,חיפה,
R_8i6wLJBIIT4DVhT,1,נתניה,NATANIA,,,Yakov Dori 4 Netanya,Yakov Dori 4 Netanya,
R_XoXdsXuZAYksriV,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2fuDxjtVL5NCb1j,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1Qgdz7oOQ56VKsh,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3eaZBFNszNCxhuX,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3fjkRpNDxSp2mRl,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_vTYreLkWCqP8Y9j,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_2usPrKsyG6jR1Qp,1,חיפה,HAIFA,,,חיפה,חיפה,
R_D5YVNyklNZVE1ot,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3PTbJvEk0QZQXmd,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2WZ5YJHCsNKNZ2Y,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_2zpdLLXxfKnQbg4,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3Gwe4oix1p60d17,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_b3ob5KMy7YNRnqh,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3QEPrcFuaytxeWZ,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_57724IShAPx06Bz,1,חיפה,HAIFA,,,חיפה,חיפה,
R_20P8DlHBdTgjBD2,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3O9zekBM2ZUO4CH,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_1dEbnxmsbiFdQc0,1,קרית מוצקין,QIRYAT MOZKIN,,,"דקר, 9","דקר, 9",
R_D6wfS9niCm3SmfD,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1M0QCIQIujdjONw,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_dj0HVocQx8SGtzz,1,קרית ביאליק,QIRYAT BIALIK,,,קריית מוצקין,קריית מוצקין,
R_2U3ZPFefSa8oXAY,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_1HkubL3CmtLTlDv,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1nTOug6woiYGgAU,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_AM40HJ2Z4XZ0n4t,1,קרית ביאליק,QIRYAT BIALIK,,,חיפה,חיפה,
R_11Zmto6cQV7g6ek,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_3Ej6fnZvlTydcaZ,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_29ozJGYzHJNJebC,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3h3aWYgfoTH4GOW,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_XtW7QAmRpp0jZ9T,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2rowmBk6jOB6WRj,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2sTrEOoC1e3i6HO,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_1hZ1MZRVbz5ujsB,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2wQY7cMHw22SStZ,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3iIn6ITbe4002u8,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2azuC5N4zcoDPdw,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_29iRs2FaoaHN7EM,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_2PcWuEGiGByVIIz,1,חיפה,HAIFA,,,חיפה,חיפה,
R_129A7lFw5kemJ6U,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1P5b4lRZ4AVQAvs,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_Uox5K1s7PAyDiXD,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3GcBDOYekexph0o,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_3maiMNGgwx3py7o,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_qXuts7dvhf43aOl,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_snc0ktKTpvyh5IJ,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2dGUUqXizZhFGY6,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1LBiFMjll7ieyMs,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_30vgMGtAr12SKwy,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2tsCgGUFUwhv8I1,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1IBjhB7UX0c8vQ4,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2VgpoZNvOZUAwSk,1,נתניה,NATANIA,,,נתניה,נתניה,
R_24iWL1EmGqC6JaX,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1j7i6f2Aa5Jfiap,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3iOVNmOTbaLaSiN,1,חיפה,HAIFA,,,חיפה,חיפה,
R_10Di0RM2yTUreXP,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3dEvNtpZb94ZVgA,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_OfoUdp4Si7qIrS1,1,אחר (מפרץ חיפה),OTHER (HAIFA BAY),,,קיבוץ בית אורן חיפה חוף הכרמל,קיבוץ בית אורן חיפה חוף הכרמל,
R_1ex7cj8uq9sKRuc,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1CBYvI3dShVyQcL,1,חיפה,HAIFA,,,חיפה,חיפה,
R_bD6MsiQM1Z3uGk1,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2y9tky7dOOAjA4K,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1gLUcBpI4AZkjVX,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_2q2ZwkWfiUYtIhS,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_1gUX5fh3MDsutX0,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2WOVDoBWmJkUpA5,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3MroQNuimPYM925,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1FPUygMXPb2tOH6,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1g6WQquISkgywCn,1,חיפה,HAIFA,,,חיפה,חיפה,
R_10IrrLZvKSu5s4p,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1etnOWKi5GSTN58,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2TYTsLRwPD15m5r,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3EtxGByDSx0eH17,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3KHZ5nDyJNxXYiv,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3sbmzuPPTny7FQu,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2VyIed0Tp5pmXbJ,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_2ZIANryz4NPnMhu,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1doumQeru4yWlFc,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_0U0sXfYrZjyOs49,1,נשר,NESHER,,,נשר,נשר,
R_UJYf6DV0QEcTcpr,1,נשר,NESHER,,,נשר,נשר,
R_3FL3sBZG8QbkqfF,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3h4QpbZVvkgmTOu,1,חיפה,HAIFA,,,חיפה,חיפה,
R_eJuin4ZR1TYUpgZ,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1re9P9jrysOwe8k,1,חיפה,HAIFA,,,נשר,נשר,
R_cSatzRjf3Ea3QEp,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2PhF95Wepl2uCKm,1,חיפה,HAIFA,,,חיפה,חיפה,
R_ule1WNSfd4FXlS1,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2CVau2mkTGzHOvF,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3Rrb8b7EPW6RmZY,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2vjJgpRHqAlwuu6,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3enbldTRmveuUsZ,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3CZuqIvrlqtk0Y7,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_xubmRi4Df93k7U5,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1g5XZyjobV1NUFE,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_3iwMpfjyIZVo3IO,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1DCKxOHLbXEmlNj,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1nOCgUGJelQFtSl,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_0SNw6QJ5d1TxVHb,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_12yBpseCunniMnq,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_2aFtajt1IKFXzTP,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_Z8cHv3rkjhop9AJ,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_xydXLRYjVYLLjGN,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2YKxOmoydAFojbs,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1puPtLpjoTxvTKI,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3EfM90qeT3Jwomx,1,נשר,NESHER,,,חיפה,חיפה,
R_3rNRYW32sYZTSQu,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_29nzCK2Rmb6DR6u,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2xWfEDal2Bqtgaw,1,אחר (שפלה),OTHER,,,נתניה,נתניה,
R_x5FzQGR0k07ulr3,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_cYFHn5M7PMcR1sZ,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_R4SzADBiffAZQCB,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1plfnANT2Bjtuz8,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1iljD0DNBLrEqoP,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3KpwrNd8aBlBiDy,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2BaH76xbOb4CUix,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2SfsbFjUchkcYTI,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_1CDRUXB0R63lVlZ,1,נשר,NESHER,,,נשר,נשר,
R_1Kfovnm6mpkmU6A,1,נשר,NESHER,,,נשר,נשר,
R_NXXL8Jbi0FdcCLn,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2rAXVhQAmKFTAAt,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_bgrAQMs1vR4aUF3,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_6lrL3HW7uBHe07f,1,חיפה,HAIFA,,,חיפה,חיפה,
R_PHQlboSkwS5cR1v,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_XYVN6F6D2hzVkZ3,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1GVoqr67YkhvrlN,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3L5CWUnigWDrgFZ,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1MSdClmlPRQHPir,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_2zAPflLZjJCQDBY,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_Z2KjrS5GT0SBGfv,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2xDEroTurfo5qIN,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3PN1Wrwwjaswqjv,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2yq4bABxwlYrvUo,1,נשר,NESHER,,,חיפה,חיפה,
R_31N2ge2ZJpBVliB,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1Q6EVFG8t55eYhB,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3nr8xVa2ajdjsxC,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2woEW6P9EpTkCFl,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_2UfML2IzRZVZy5A,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1rdZhVHE0fEz1p0,1,אחר (שפלה),OTHER,,,חיפה,חיפה,
R_2dFR9n9n4wharFx,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_3EW0UDCqW7Jz4Vq,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2AGZuwFx9zAIIB6,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_211eyazmORpIabY,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2rooBT0NnBRXtJM,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_Wv2ZvOLYpYyRL1L,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2qfTXZkmXooRUpA,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3Gqfch7uMZH0Lym,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2WZQZ1z5YDLNKJS,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3FILLjUHTtpEFQQ,1,נתניה,NATANIA,,,נתניה,נתניה,
R_31ZvmX0tT6SNDOe,1,נתניה,NATANIA,,,נתניה,נתניה,
R_d05BEWBdZBXXZ61,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1ihDuQ2AR1s8QWT,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3RsIbbJ8MomPH05,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2pQVrSAHoMrSeRR,1,חיפה,HAIFA,,,חיפה,חיפה,
R_78quee5axGi6EZb,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1lo4p12R4sRU6Hs,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_u9BotBOHrXRDJQt,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_27VCZx6PzipaksF,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2S6OmazhDkKxOB2,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1Kp4P8neg389TJ8,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1jpmrgbmFFwbmsB,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3JE5Lurs5bvc5Rv,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_VX1XKX4N4Ht9uSJ,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1mg5AWjXOKfbJQQ,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3JtmnPIqnH1MKgP,1,נתניה,NATANIA,,,נתניה,נתניה,
R_10Bpq3k9IBPRzlR,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3KNiwhkPQQ8YHuH,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2Ev3xVrby1siY05,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_33qCMnHJCKOrsyA,1,נתניה,NATANIA,,,נתניה,נתניה,
R_OjuDRW5LHhvpU9b,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3feBP7R2bBQuzKM,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_udGHhGWeN2AulMt,1,חיפה,HAIFA,,,חיפה,חיפה,
R_u3SmjhOYXuF7rLX,1,נתניה,NATANIA,,,נתניה,נתניה,
R_25QvJorn1PYxTMm,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_30laeM3zQMADIcn,1,חיפה,HAIFA,,,חיפה,חיפה,
R_24C1xMwoXZ7ze2b,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_4MK7pwaEXWWD6Xn,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1hZmySYjDE0306n,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_24AisS3x6diNuio,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2qluI2dpV4gcg6T,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2XjrTEHA5LCdttP,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_p62w9eQDQFjvthT,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2VkhBzRvGa5G55J,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_22sp0FU97HSSqm4,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3kvpSbh6omlflP5,1,נשר,NESHER,,,נשר,נשר,
R_WpwilH4fGHPchvH,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_32Xtm2Lpkaqy96G,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1d9LODyKHado8Og,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_33anPMwCIrnBYl7,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2rHERXhk9V1SU8N,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1laU1ojZyzOXPt9,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
